date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:35:39	22513/22513	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:04:07%20GMT	https://demo.dashboardpack.com/sales-html/tilt.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/tilt.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:39	1593/1593	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632dbcad-639%22	https://demo.dashboardpack.com/sales-html/img/menu-icon/10.svg	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/img/menu-icon/10.svg	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:40	38581/38581	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:02:45%20GMT	https://demo.dashboardpack.com/sales-html/accordion.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/accordion.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:40	39192/39192	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:03:55%20GMT	https://demo.dashboardpack.com/sales-html/Scrollable.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/Scrollable.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:41	19326/19326	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:03:53%20GMT	https://demo.dashboardpack.com/sales-html/notification.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/notification.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:41	21082/21082	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:02:52%20GMT	https://demo.dashboardpack.com/sales-html/carousel.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/carousel.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:41	20770/20770	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:03:54%20GMT	https://demo.dashboardpack.com/sales-html/Pagination.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/Pagination.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:41	1722/1722	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632dbcae-6ba%22	https://demo.dashboardpack.com/sales-html/img/menu-icon/11.svg	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/img/menu-icon/11.svg	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:42	20023/20023	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:02:54%20GMT	https://demo.dashboardpack.com/sales-html/data_table.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/data_table.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:42	26715/26715	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:02:51%20GMT	https://demo.dashboardpack.com/sales-html/bootstrap_table.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/bootstrap_table.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:43	959/959	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632dbcae-3bf%22	https://demo.dashboardpack.com/sales-html/img/menu-icon/12.svg	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/img/menu-icon/12.svg	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:43	26037/26037	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:02:50%20GMT	https://demo.dashboardpack.com/sales-html/basic_card.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/basic_card.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
